data_hora;posto;modelo;serie;resultado;vazamento;limite;unidade;motivo;turno;reteste
2026-07-28 22:24:39;Bloco;1.0;USI100041;OK;2,86;5;cc/min;;2;N
2026-07-28 22:24:39;Cabeçote;1.0;USI102810;OK;2,29;4;cc/min;;2;N
2026-07-28 22:24:41;Leak Zero;1.5 Turbo;MON105611;OK;1,28;3;cc/min;;2;N
2026-07-28 22:24:42;Leak Zero;1.5 Turbo;MON105581;OK;1,89;3;cc/min;;2;N
2026-07-28 22:24:43;Leak Zero;1.0;MON105580;OK;1,15;3;cc/min;;2;N
2026-07-28 22:25:14;Leak Zero;1.0;MON105577;OK;0,76;3;cc/min;;2;N
2026-07-28 22:25:15;Leak Zero;1.5 Turbo;MON105615;OK;0,58;3;cc/min;;2;N
2026-07-28 22:25:49;Water Leak;1.5;MON107958;OK;2,44;6;cc/min;;2;N
2026-07-28 22:25:58;Bloco;1.5;USI100006;OK;3,69;5;cc/min;;2;N
2026-07-28 22:26:02;Cabeçote;1.5 Turbo;USI102837;OK;0,86;4;cc/min;;2;N
2026-07-28 22:26:05;Leak Zero;1.5;MON105582;OK;1,74;3;cc/min;;2;N
2026-07-28 22:26:13;Bloco;1.5 Turbo;USI100002;OK;2,08;5;cc/min;;2;N
2026-07-28 22:26:26;Water Leak;1.5;MON107986;OK;3,22;6;cc/min;;2;N
2026-07-28 22:27:27;Water Leak;1.5;MON107964;OK;3,54;6;cc/min;;2;N
2026-07-28 22:27:47;Bloco;1.5 Turbo;USI100005;OK;2,02;5;cc/min;;2;N
2026-07-28 22:27:59;Water Leak;1.5 Turbo;MON107988;OK;3,08;6;cc/min;;2;N
2026-07-28 22:28:30;Water Leak;1.5 Turbo;MON107980;OK;4,44;6;cc/min;;2;N
2026-07-28 22:29:33;Leak Zero;1.0;MON105610;OK;0,93;3;cc/min;;2;N
2026-07-28 22:29:53;Water Leak;1.0;MON107990;OK;1,65;6;cc/min;;2;N
2026-07-28 22:30:11;Cabeçote;1.0;USI102838;OK;2,80;4;cc/min;;2;N
2026-07-28 22:30:26;Leak Zero;1.5 Turbo;MON105612;OK;1,53;3;cc/min;;2;N
2026-07-28 22:31:21;Leak Zero;1.5;MON105593;OK;1,17;3;cc/min;;2;N
2026-07-28 22:31:21;Water Leak;1.5 Turbo;MON107984;OK;1,84;6;cc/min;;2;N
2026-07-28 22:31:21;Water Leak;1.5 Turbo;MON107985;OK;1,26;6;cc/min;;2;N
2026-07-28 22:31:30;Bloco;1.0;USI100015;NOK;6,97;5;cc/min;Bujão de expansão;2;N
2026-07-28 22:31:52;Water Leak;1.5 Turbo;MON107971;OK;2,60;6;cc/min;;2;N
2026-07-28 22:31:57;Cabeçote;1.0;USI102834;OK;2,05;4;cc/min;;2;N
2026-07-28 22:32:01;Bloco;1.5;USI100026;OK;2,55;5;cc/min;;2;N
2026-07-28 22:32:04;Bloco;1.5 Turbo;USI100014;OK;1,91;5;cc/min;;2;N
2026-07-28 22:32:16;Water Leak;1.5 Turbo;MON107960;OK;4,50;6;cc/min;;2;N
2026-07-28 22:32:21;Leak Zero;1.5;MON105598;OK;1,82;3;cc/min;;2;N
2026-07-28 22:32:36;Cabeçote;1.5;USI102835;OK;1,54;4;cc/min;;2;N
2026-07-28 22:32:51;Water Leak;1.5 Turbo;MON107972;OK;2,13;6;cc/min;;2;N
2026-07-28 22:33:05;Bloco;1.0;USI100052;OK;1,43;5;cc/min;;2;N
2026-07-28 22:33:05;Cabeçote;1.0;USI102821;OK;1,15;4;cc/min;;2;N
2026-07-28 22:33:07;Leak Zero;1.5 Turbo;MON105601;OK;2,02;3;cc/min;;2;N
2026-07-28 22:33:22;Leak Zero;1.5;MON105584;OK;1,29;3;cc/min;;2;N
2026-07-28 22:33:36;Bloco;1.5;USI100021;OK;1,75;5;cc/min;;2;N
2026-07-28 22:33:45;Cabeçote;1.5 Turbo;USI102830;OK;2,59;4;cc/min;;2;N
2026-07-28 22:33:50;Bloco;1.5 Turbo;USI100053;OK;2,45;5;cc/min;;2;N
2026-07-28 22:33:50;Cabeçote;1.5 Turbo;USI102822;OK;1,96;4;cc/min;;2;N
2026-07-28 22:35:18;Leak Zero;1.5 Turbo;MON105600;OK;1,53;3;cc/min;;2;N
2026-07-28 22:35:24;Water Leak;1.0;MON107953;OK;2,88;6;cc/min;;2;N
2026-07-28 22:35:56;Water Leak;1.5;MON107994;OK;2,11;6;cc/min;;2;N
2026-07-28 22:36:00;Cabeçote;1.5 Turbo;USI102840;OK;2,63;4;cc/min;;2;N
2026-07-28 22:37:07;Cabeçote;1.5;USI102833;OK;1,99;4;cc/min;;2;N
2026-07-28 22:37:46;Bloco;1.5;USI100029;OK;2,38;5;cc/min;;2;N
2026-07-28 22:37:59;Water Leak;1.0;MON107979;OK;3,26;6;cc/min;;2;N
2026-07-28 22:38:22;Bloco;1.5;USI100049;OK;2,04;5;cc/min;;2;N
2026-07-28 22:38:22;Cabeçote;1.5;USI102818;OK;1,64;4;cc/min;;2;N
2026-07-28 22:38:48;Water Leak;1.5 Turbo;MON107968;OK;2,73;6;cc/min;;2;N
2026-07-28 22:39:04;Leak Zero;1.0;MON105588;OK;1,86;3;cc/min;;2;N
2026-07-28 22:39:28;Water Leak;1.5;MON107977;OK;1,56;6;cc/min;;2;N
2026-07-28 22:40:22;Leak Zero;1.0;MON105596;OK;2,09;3;cc/min;;3;N
2026-07-28 22:40:33;Leak Zero;1.5;MON105592;OK;0,90;3;cc/min;;3;N
2026-07-28 22:40:38;Water Leak;1.0;MON107961;OK;3,50;6;cc/min;;3;N
2026-07-28 22:40:47;Water Leak;1.0;MON107959;OK;3,98;6;cc/min;;3;N
2026-07-28 22:41:51;Leak Zero;1.5 Turbo;MON105589;OK;0,87;3;cc/min;;3;N
2026-07-28 22:42:03;Cabeçote;1.5;USI102843;OK;2,01;4;cc/min;;3;N
2026-07-28 22:42:10;Cabeçote;1.0;USI102825;OK;0,99;4;cc/min;;3;N
2026-07-28 22:42:14;Bloco;1.0;USI100013;OK;1,26;5;cc/min;;3;N
2026-07-28 22:42:42;Cabeçote;1.5 Turbo;USI102839;OK;0,64;4;cc/min;;3;N
2026-07-28 22:42:50;Bloco;1.5 Turbo;USI100037;OK;0,77;5;cc/min;;3;N
2026-07-28 22:42:50;Cabeçote;1.5 Turbo;USI102806;OK;0,61;4;cc/min;;3;N
2026-07-28 22:43:05;Water Leak;1.0;MON107954;OK;4,38;6;cc/min;;3;N
2026-07-28 22:43:13;Bloco;1.5;USI100033;OK;3,27;5;cc/min;;3;N
2026-07-28 22:43:21;Bloco;1.0;USI100010;OK;2,25;5;cc/min;;3;N
2026-07-28 22:43:49;Bloco;1.5;USI100036;OK;2,72;5;cc/min;;3;N
2026-07-28 22:43:49;Cabeçote;1.5;USI102805;OK;2,18;4;cc/min;;3;N
2026-07-28 22:43:55;Bloco;1.5;USI100045;OK;1,45;5;cc/min;;3;N
2026-07-28 22:43:55;Cabeçote;1.5;USI102814;OK;1,16;4;cc/min;;3;N
2026-07-28 22:44:19;Cabeçote;1.5;USI102831;OK;0,94;4;cc/min;;3;N
2026-07-28 22:44:35;Bloco;1.5 Turbo;USI100032;OK;1,84;5;cc/min;;3;N
2026-07-28 22:44:40;Leak Zero;1.5 Turbo;MON105594;OK;1,51;3;cc/min;;3;N
2026-07-28 22:46:03;Water Leak;1.5 Turbo;MON107987;OK;2,18;6;cc/min;;3;N
2026-07-28 22:46:50;Water Leak;1.5;MON107963;OK;3,67;6;cc/min;;3;N
2026-07-28 22:47:01;Leak Zero;1.5;MON105591;OK;2,04;3;cc/min;;3;N
2026-07-28 22:47:11;Bloco;1.5;USI100038;OK;1,65;5;cc/min;;3;N
2026-07-28 22:47:11;Cabeçote;1.5;USI102807;OK;1,32;4;cc/min;;3;N
2026-07-28 22:48:46;Bloco;1.5 Turbo;USI100003;OK;2,03;5;cc/min;;3;N
2026-07-28 22:49:03;Leak Zero;1.5 Turbo;MON105597;OK;0,49;3;cc/min;;3;N
2026-07-28 22:49:10;Bloco;1.0;USI100057;OK;0,97;5;cc/min;;3;N
2026-07-28 22:49:56;Water Leak;1.0;MON108011;OK;3,37;6;cc/min;;3;N
2026-07-28 22:50:46;Water Leak;1.5;MON108008;OK;3,51;6;cc/min;;3;N
2026-07-28 22:51:53;Cabeçote;1.5 Turbo;USI102852;OK;1,27;4;cc/min;;3;N
2026-07-28 22:52:19;Cabeçote;1.5 Turbo;USI102869;OK;2,29;4;cc/min;;3;N
2026-07-28 22:52:19;Leak Zero;1.5 Turbo;MON105619;OK;1,72;3;cc/min;;3;N
2026-07-28 22:53:24;Cabeçote;1.5;USI102866;OK;2,75;4;cc/min;;3;N
2026-07-28 22:53:30;Bloco;1.0;USI100015;OK;2,50;5;cc/min;;3;S
2026-07-28 22:53:31;Water Leak;1.5;MON108001;OK;1,16;6;cc/min;;3;N
2026-07-28 22:53:47;Leak Zero;1.5 Turbo;MON105634;OK;1,03;3;cc/min;;3;N
2026-07-28 22:54:24;Bloco;1.5 Turbo;USI100069;OK;3,25;5;cc/min;;3;N
2026-07-28 22:56:59;Leak Zero;1.5 Turbo;MON105637;OK;1,52;3;cc/min;;3;N
2026-07-28 22:57:51;Water Leak;1.5 Turbo;MON108004;OK;4,21;6;cc/min;;3;N
2026-07-28 22:58:19;Leak Zero;1.5;MON105633;OK;1,08;3;cc/min;;3;N
2026-07-28 22:59:15;Cabeçote;1.5 Turbo;USI102849;OK;1,96;4;cc/min;;3;N
2026-07-28 23:00:34;Bloco;1.5 Turbo;USI100073;OK;3,32;5;cc/min;;3;N
2026-07-28 23:01:07;Water Leak;1.5;MON108010;OK;3,12;6;cc/min;;3;N
2026-07-28 23:03:40;Leak Zero;1.0;MON105625;OK;1,67;3;cc/min;;3;N
2026-07-28 23:04:03;Leak Zero;1.5;MON105623;OK;1,62;3;cc/min;;3;N
2026-07-28 23:04:18;Cabeçote;1.0;USI102868;OK;0,73;4;cc/min;;3;N
2026-07-28 23:04:18;Leak Zero;1.0;MON105618;OK;0,54;3;cc/min;;3;N
2026-07-28 23:04:50;Leak Zero;1.0;MON105629;OK;1,86;3;cc/min;;3;N
2026-07-28 23:05:11;Cabeçote;1.5;USI102861;OK;2,82;4;cc/min;;3;N
2026-07-28 23:05:11;Leak Zero;1.5;MON105622;OK;2,16;3;cc/min;;3;N
2026-07-28 23:08:26;Bloco;1.5 Turbo;USI100065;OK;2,96;5;cc/min;;3;N
2026-07-28 23:08:34;Leak Zero;1.5;MON105630;OK;1,51;3;cc/min;;3;N
2026-07-28 23:08:37;Cabeçote;1.0;USI102860;OK;0,91;4;cc/min;;3;N
2026-07-28 23:08:41;Bloco;1.5;USI100056;OK;2,01;5;cc/min;;3;N
2026-07-28 23:09:21;Bloco;1.5 Turbo;USI100064;OK;0,83;5;cc/min;;3;N
2026-07-28 23:09:45;Cabeçote;1.5;USI102854;OK;1,78;4;cc/min;;3;N
2026-07-28 23:11:40;Bloco;1.0;USI100074;OK;2,86;5;cc/min;;3;N
2026-07-28 23:12:33;Bloco;1.5;USI100062;OK;2,53;5;cc/min;;3;N
2026-07-28 23:14:21;Water Leak;1.0;MON108000;OK;1,37;6;cc/min;;3;N
2026-07-28 23:14:36;Cabeçote;1.0;USI102864;OK;1,23;4;cc/min;;3;N
2026-07-28 23:14:37;Leak Zero;1.0;MON105627;OK;0,61;3;cc/min;;3;N
2026-07-28 23:15:57;Leak Zero;1.0;MON105636;OK;0,89;3;cc/min;;3;N
2026-07-28 23:16:14;Leak Zero;1.0;MON105626;OK;1,47;3;cc/min;;3;N
2026-07-28 23:16:20;Bloco;1.5;USI100066;OK;1,35;5;cc/min;;3;N
2026-07-28 23:16:51;Cabeçote;1.5;USI102862;OK;2,76;4;cc/min;;3;N
2026-07-28 23:17:15;Water Leak;1.0;MON108003;OK;3,58;6;cc/min;;3;N
2026-07-28 23:18:21;Water Leak;1.5 Turbo;MON108012;OK;4,12;6;cc/min;;3;N
2026-07-28 23:18:27;Leak Zero;1.0;MON105621;OK;1,57;3;cc/min;;3;N
2026-07-28 23:21:08;Bloco;1.5;USI100067;OK;0,79;5;cc/min;;3;N
2026-07-28 23:22:01;Cabeçote;1.5;USI102853;OK;0,68;4;cc/min;;3;N
2026-07-28 23:22:07;Water Leak;1.5;MON108015;OK;1,15;6;cc/min;;3;N
2026-07-28 23:23:32;Bloco;1.5;USI100075;OK;3,53;5;cc/min;;3;N
2026-07-28 23:24:39;Cabeçote;1.0;USI102870;OK;2,29;4;cc/min;;3;N
2026-07-28 23:24:39;Leak Zero;1.0;MON105620;OK;1,72;3;cc/min;;3;N
2026-07-28 23:24:42;Water Leak;1.0;MON107999;OK;2,51;6;cc/min;;3;N
2026-07-28 23:24:42;Water Leak;1.5 Turbo;MON108006;OK;3,78;6;cc/min;;3;N
2026-07-28 23:24:43;Water Leak;1.0;MON108005;OK;2,29;6;cc/min;;3;N
2026-07-28 23:24:46;Water Leak;1.0;MON107998;OK;4,08;6;cc/min;;3;N
2026-07-28 23:25:03;Cabeçote;1.5 Turbo;USI102863;OK;1,87;4;cc/min;;3;N
2026-07-28 23:25:14;Water Leak;1.0;MON108002;OK;1,51;6;cc/min;;3;N
2026-07-28 23:26:05;Water Leak;1.5;MON108007;OK;3,47;6;cc/min;;3;N
2026-07-28 23:27:27;Cabeçote;1.5;USI102851;OK;2,36;4;cc/min;;3;N
2026-07-28 23:30:32;Cabeçote;1.5 Turbo;USI102857;OK;1,36;4;cc/min;;3;N
2026-07-28 23:31:44;Bloco;1.0;USI100058;OK;2,56;5;cc/min;;3;N
2026-07-28 23:31:57;Cabeçote;1.5 Turbo;USI102858;OK;2,90;4;cc/min;;3;N
2026-07-28 23:32:16;Cabeçote;1.5 Turbo;USI102847;OK;3,00;4;cc/min;;3;N
2026-07-28 23:33:05;Leak Zero;1.0;MON105631;OK;0,86;3;cc/min;;3;N
2026-07-28 23:33:22;Water Leak;1.5;MON108009;OK;2,58;6;cc/min;;3;N
2026-07-28 23:33:50;Leak Zero;1.5 Turbo;MON105632;OK;1,47;3;cc/min;;3;N
2026-07-28 23:35:24;Bloco;1.0;USI100071;OK;2,40;5;cc/min;;3;N
2026-07-28 23:36:01;Bloco;1.5 Turbo;USI100060;OK;1,19;5;cc/min;;3;N
2026-07-28 23:37:02;Cabeçote;1.5;USI102859;OK;1,20;4;cc/min;;3;N
2026-07-28 23:37:10;Bloco;1.5 Turbo;USI100070;OK;3,39;5;cc/min;;3;N
2026-07-28 23:37:43;Bloco;1.5 Turbo;USI100068;OK;2,21;5;cc/min;;3;N
2026-07-28 23:38:22;Leak Zero;1.5;MON105628;OK;1,23;3;cc/min;;3;N
2026-07-28 23:38:48;Cabeçote;1.5 Turbo;USI102855;NOK;8,06;4;cc/min;Sede de válvula;3;N
2026-07-28 23:39:04;Water Leak;1.0;MON108013;OK;3,71;6;cc/min;;3;N
2026-07-28 23:40:06;Water Leak;1.0;MON107995;OK;3,58;6;cc/min;;3;N
2026-07-28 23:40:10;Bloco;1.5 Turbo;USI100063;OK;2,60;5;cc/min;;3;N
2026-07-28 23:40:38;Cabeçote;1.0;USI102848;OK;2,33;4;cc/min;;3;N
2026-07-28 23:40:47;Cabeçote;1.0;USI102846;OK;2,65;4;cc/min;;3;N
2026-07-28 23:41:19;Cabeçote;1.0;USI102867;NOK;11,37;4;cc/min;Guia de válvula;3;N
2026-07-28 23:41:51;Water Leak;1.5 Turbo;MON108014;OK;1,74;6;cc/min;;3;N
2026-07-28 23:41:54;Cabeçote;1.5 Turbo;USI102865;OK;2,79;4;cc/min;;3;N
2026-07-28 23:42:10;Leak Zero;1.0;MON105635;OK;0,74;3;cc/min;;3;N
2026-07-28 23:42:50;Leak Zero;1.5 Turbo;MON105616;OK;0,46;3;cc/min;;3;N
2026-07-28 23:43:02;Bloco;1.0;USI100059;OK;2,16;5;cc/min;;3;N
2026-07-28 23:43:05;Bloco;1.0;USI100072;OK;3,65;5;cc/min;;3;N
2026-07-28 23:43:37;Water Leak;1.5;MON107996;OK;1,45;6;cc/min;;3;N
2026-07-28 23:43:38;Bloco;1.5 Turbo;USI100061;OK;2,53;5;cc/min;;3;N
2026-07-28 23:43:55;Leak Zero;1.5;MON105624;OK;0,87;3;cc/min;;3;N
2026-07-28 23:45:13;Bloco;1.5 Turbo;USI100055;OK;2,53;5;cc/min;;3;N
2026-07-28 23:46:50;Cabeçote;1.5;USI102850;OK;2,45;4;cc/min;;3;N
2026-07-28 23:47:01;Water Leak;1.5;MON108016;OK;4,08;6;cc/min;;3;N
2026-07-28 23:47:11;Leak Zero;1.5;MON105617;OK;0,99;3;cc/min;;3;N
2026-07-28 23:47:11;Water Leak;1.5;MON107997;OK;1,18;6;cc/min;;3;N
2026-07-28 23:48:23;Cabeçote;1.5;USI102856;OK;1,46;4;cc/min;;3;N
2026-07-28 23:49:10;Cabeçote;1.0;USI102886;OK;0,78;4;cc/min;;3;N
2026-07-28 23:49:25;Bloco;1.5;USI100098;OK;1,92;5;cc/min;;3;N
2026-07-28 23:51:53;Bloco;1.5 Turbo;USI100082;OK;1,58;5;cc/min;;3;N
2026-07-28 23:52:08;Water Leak;1.5 Turbo;MON108020;OK;3,49;6;cc/min;;3;N
2026-07-28 23:52:15;Bloco;1.5 Turbo;USI100100;OK;3,59;5;cc/min;;3;N
2026-07-28 23:54:09;Bloco;1.5 Turbo;USI100077;OK;1,34;5;cc/min;;3;N
2026-07-28 23:54:24;Leak Zero;1.5 Turbo;MON105648;OK;1,95;3;cc/min;;3;N
2026-07-28 23:55:04;Cabeçote;1.0;USI102871;OK;1,98;4;cc/min;;3;N
2026-07-28 23:56:41;Cabeçote;1.0;USI102879;OK;1,78;4;cc/min;;3;N
2026-07-28 23:58:15;Cabeçote;1.5;USI102875;OK;1,37;4;cc/min;;3;N
2026-07-28 23:59:15;Bloco;1.5 Turbo;USI100079;OK;2,45;5;cc/min;;3;N
2026-07-29 00:00:34;Leak Zero;1.5 Turbo;MON105652;OK;1,99;3;cc/min;;3;N
2026-07-29 00:00:48;Water Leak;1.5 Turbo;MON108021;OK;3,99;6;cc/min;;3;N
2026-07-29 00:01:37;Cabeçote;1.5;USI102876;OK;1,64;4;cc/min;;3;N
2026-07-29 00:01:39;Water Leak;1.5 Turbo;MON108024;OK;3,20;6;cc/min;;3;N
