data_hora;posto;modelo;serie;resultado;vazamento;limite;unidade;motivo;turno;reteste
2026-08-02 17:29:55;Water Leak;1.5;WAT400934;OK;3,79;6;cc/min;;2;N
2026-08-02 17:30:19;Bloco;1.0;BLO400026;OK;2,51;5;cc/min;;2;N
2026-08-02 17:30:48;Cabeçote;1.5 Turbo;CAB400340;OK;2,71;4;cc/min;;2;N
2026-08-02 17:31:07;Leak Zero;1.5 Turbo;LEA400666;OK;1,80;3;cc/min;;2;N
2026-08-02 17:31:13;Water Leak;1.0;WAT400935;OK;1,31;6;cc/min;;2;N
2026-08-02 17:31:28;Bloco;1.0;BLO400027;OK;3,28;5;cc/min;;2;N
2026-08-02 17:31:53;Cabeçote;1.0;CAB400341;OK;2,02;4;cc/min;;2;N
2026-08-02 17:32:27;Leak Zero;1.5 Turbo;LEA400667;OK;1,81;3;cc/min;;2;N
2026-08-02 17:32:30;Water Leak;1.0;WAT400936;OK;3,85;6;cc/min;;2;N
2026-08-02 17:32:37;Bloco;1.5 Turbo;BLO400028;OK;1,86;5;cc/min;;2;N
2026-08-02 17:32:58;Cabeçote;1.5 Turbo;CAB400342;OK;1,03;4;cc/min;;2;N
2026-08-02 17:33:46;Bloco;1.5 Turbo;BLO400029;OK;2,81;5;cc/min;;2;N
2026-08-02 17:33:48;Leak Zero;1.5;LEA400668;NOK;7,61;3;cc/min;Junta do cabeçote;2;N
2026-08-02 17:33:48;Water Leak;1.5 Turbo;WAT400937;OK;3,90;6;cc/min;;2;N
2026-08-02 17:34:04;Cabeçote;1.0;CAB400343;OK;2,53;4;cc/min;;2;N
2026-08-02 17:34:56;Bloco;1.0;BLO400030;OK;2,52;5;cc/min;;2;N
2026-08-02 17:35:05;Water Leak;1.5 Turbo;WAT400938;OK;1,47;6;cc/min;;2;N
2026-08-02 17:35:09;Cabeçote;1.0;CAB400344;OK;2,75;4;cc/min;;2;N
2026-08-02 17:35:09;Leak Zero;1.5;LEA400669;OK;1,86;3;cc/min;;2;N
2026-08-02 17:36:05;Bloco;1.0;BLO400031;OK;1,99;5;cc/min;;2;N
2026-08-02 17:36:14;Cabeçote;1.5 Turbo;CAB400345;OK;1,75;4;cc/min;;2;N
2026-08-02 17:36:22;Water Leak;1.5;WAT400939;OK;3,02;6;cc/min;;2;N
2026-08-02 17:36:29;Leak Zero;1.0;LEA400670;OK;2,01;3;cc/min;;2;N
2026-08-02 17:37:14;Bloco;1.0;BLO400032;OK;2,27;5;cc/min;;2;N
2026-08-02 17:37:19;Cabeçote;1.5 Turbo;CAB400346;OK;0,99;4;cc/min;;2;N
2026-08-02 17:37:40;Water Leak;1.5 Turbo;WAT400940;OK;3,61;6;cc/min;;2;N
2026-08-02 17:37:50;Leak Zero;1.0;LEA400671;OK;2,02;3;cc/min;;2;N
2026-08-02 17:38:23;Bloco;1.5;BLO400033;OK;1,84;5;cc/min;;2;N
2026-08-02 17:38:25;Cabeçote;1.5;CAB400347;NOK;4,83;4;cc/min;Sede de válvula;2;N
2026-08-02 17:38:57;Water Leak;1.5 Turbo;WAT400941;OK;4,13;6;cc/min;;2;N
2026-08-02 17:39:10;Leak Zero;1.0;LEA400672;OK;1,58;3;cc/min;;2;N
2026-08-02 17:39:30;Cabeçote;1.0;CAB400348;OK;2,67;4;cc/min;;2;N
2026-08-02 17:39:33;Bloco;1.5;BLO400034;OK;2,37;5;cc/min;;2;N
2026-08-02 17:40:15;Water Leak;1.5;WAT400942;OK;3,84;6;cc/min;;2;N
2026-08-02 17:40:31;Leak Zero;1.5;LEA400673;OK;1,38;3;cc/min;;2;N
2026-08-02 17:40:35;Cabeçote;1.5;CAB400349;OK;1,44;4;cc/min;;2;N
2026-08-02 17:40:42;Bloco;1.5;BLO400035;OK;2,75;5;cc/min;;2;N
2026-08-02 17:41:32;Water Leak;1.0;WAT400943;OK;3,35;6;cc/min;;2;N
2026-08-02 17:41:40;Cabeçote;1.5 Turbo;CAB400350;OK;1,37;4;cc/min;;2;N
2026-08-02 17:41:51;Bloco;1.0;BLO400036;OK;1,66;5;cc/min;;2;N
2026-08-02 17:41:52;Leak Zero;1.5;LEA400674;OK;1,07;3;cc/min;;2;N
2026-08-02 17:42:46;Cabeçote;1.5 Turbo;CAB400351;OK;2,12;4;cc/min;;2;N
2026-08-02 17:42:49;Water Leak;1.5;WAT400944;OK;3,35;6;cc/min;;2;N
2026-08-02 17:43:00;Bloco;1.0;BLO400037;OK;2,19;5;cc/min;;2;N
2026-08-02 17:43:12;Leak Zero;1.0;LEA400675;OK;0,49;3;cc/min;;2;N
2026-08-02 17:43:51;Cabeçote;1.0;CAB400352;OK;2,59;4;cc/min;;2;N
2026-08-02 17:44:07;Water Leak;1.0;WAT400945;OK;0,94;6;cc/min;;2;N
2026-08-02 17:44:09;Bloco;1.0;BLO400038;OK;2,54;5;cc/min;;2;N
2026-08-02 17:44:33;Leak Zero;1.5 Turbo;LEA400676;OK;1,81;3;cc/min;;2;N
2026-08-02 17:44:56;Cabeçote;1.5;CAB400353;OK;1,32;4;cc/min;;2;N
2026-08-02 17:45:19;Bloco;1.0;BLO400039;OK;1,29;5;cc/min;;2;N
2026-08-02 17:45:24;Water Leak;1.5 Turbo;WAT400946;OK;2,77;6;cc/min;;2;N
2026-08-02 17:45:53;Leak Zero;1.5 Turbo;LEA400677;OK;2,05;3;cc/min;;2;N
2026-08-02 17:46:01;Cabeçote;1.0;CAB400354;OK;2,64;4;cc/min;;2;N
2026-08-02 17:46:28;Bloco;1.0;BLO400040;OK;2,84;5;cc/min;;2;N
2026-08-02 17:46:42;Water Leak;1.5;WAT400947;OK;1,23;6;cc/min;;2;N
2026-08-02 17:47:07;Cabeçote;1.5 Turbo;CAB400355;OK;0,84;4;cc/min;;2;N
2026-08-02 17:47:14;Leak Zero;1.5 Turbo;LEA400678;OK;1,46;3;cc/min;;2;N
2026-08-02 17:47:37;Bloco;1.0;BLO400041;OK;2,92;5;cc/min;;2;N
2026-08-02 17:47:59;Water Leak;1.5 Turbo;WAT400948;OK;3,85;6;cc/min;;2;N
2026-08-02 17:48:12;Cabeçote;1.5 Turbo;CAB400356;OK;0,78;4;cc/min;;2;N
2026-08-02 17:48:35;Leak Zero;1.5 Turbo;LEA400679;OK;1,62;3;cc/min;;2;N
2026-08-02 17:48:46;Bloco;1.5 Turbo;BLO400042;OK;0,85;5;cc/min;;2;N
2026-08-02 17:49:17;Cabeçote;1.5;CAB400357;OK;1,12;4;cc/min;;2;N
2026-08-02 17:49:17;Water Leak;1.5;WAT400949;OK;1,04;6;cc/min;;2;N
2026-08-02 17:49:55;Leak Zero;1.5;LEA400680;OK;0,85;3;cc/min;;2;N
2026-08-02 17:49:56;Bloco;1.5;BLO400043;OK;1,78;5;cc/min;;2;N
2026-08-02 17:50:23;Cabeçote;1.5;CAB400358;OK;1,40;4;cc/min;;2;N
2026-08-02 17:50:34;Water Leak;1.5 Turbo;WAT400950;OK;3,27;6;cc/min;;2;N
2026-08-02 17:51:05;Bloco;1.0;BLO400044;OK;1,90;5;cc/min;;2;N
2026-08-02 17:51:16;Leak Zero;1.0;LEA400681;OK;0,63;3;cc/min;;2;N
2026-08-02 17:51:28;Cabeçote;1.5 Turbo;CAB400359;OK;1,36;4;cc/min;;2;N
2026-08-02 17:51:51;Water Leak;1.0;WAT400951;OK;2,12;6;cc/min;;2;N
2026-08-02 17:52:14;Bloco;1.5;BLO400045;OK;3,50;5;cc/min;;2;N
2026-08-02 17:52:33;Cabeçote;1.5 Turbo;CAB400360;OK;2,68;4;cc/min;;2;N
2026-08-02 17:52:36;Leak Zero;1.5 Turbo;LEA400682;OK;1,46;3;cc/min;;2;N
2026-08-02 17:53:09;Water Leak;1.5 Turbo;WAT400952;OK;1,96;6;cc/min;;2;N
2026-08-02 17:53:23;Bloco;1.5;BLO400046;OK;2,20;5;cc/min;;2;N
2026-08-02 17:53:38;Cabeçote;1.5 Turbo;CAB400361;OK;2,10;4;cc/min;;2;N
2026-08-02 17:53:57;Leak Zero;1.5 Turbo;LEA400683;OK;1,88;3;cc/min;;2;N
2026-08-02 17:54:26;Water Leak;1.5 Turbo;WAT400953;OK;2,24;6;cc/min;;2;N
2026-08-02 17:54:33;Bloco;1.0;BLO400047;OK;3,17;5;cc/min;;2;N
2026-08-02 17:54:44;Cabeçote;1.5;CAB400362;OK;2,09;4;cc/min;;2;N
2026-08-02 17:55:18;Leak Zero;1.0;LEA400684;OK;1,56;3;cc/min;;2;N
2026-08-02 17:55:42;Bloco;1.5;BLO400048;OK;1,93;5;cc/min;;2;N
2026-08-02 17:55:44;Water Leak;1.5 Turbo;WAT400954;OK;1,18;6;cc/min;;2;N
2026-08-02 17:55:49;Cabeçote;1.5 Turbo;CAB400363;OK;1,02;4;cc/min;;2;N
2026-08-02 17:56:38;Leak Zero;1.5 Turbo;LEA400685;OK;1,73;3;cc/min;;2;N
2026-08-02 17:56:51;Bloco;1.5 Turbo;BLO400049;OK;1,25;5;cc/min;;2;N
2026-08-02 17:56:54;Cabeçote;1.0;CAB400364;OK;2,62;4;cc/min;;2;N
2026-08-02 17:57:01;Water Leak;1.5 Turbo;WAT400955;OK;3,03;6;cc/min;;2;N
2026-08-02 17:57:48;Leak Zero;1.5;LEA400668;OK;1,35;3;cc/min;;2;S
2026-08-02 17:57:59;Cabeçote;1.0;CAB400365;OK;1,08;4;cc/min;;2;N
2026-08-02 17:57:59;Leak Zero;1.5;LEA400686;OK;1,71;3;cc/min;;2;N
2026-08-02 17:58:00;Bloco;1.5;BLO400050;OK;1,90;5;cc/min;;2;N
2026-08-02 17:58:18;Water Leak;1.5 Turbo;WAT400956;OK;3,40;6;cc/min;;2;N
2026-08-02 17:59:05;Cabeçote;1.5;CAB400366;OK;2,72;4;cc/min;;2;N
2026-08-02 17:59:09;Bloco;1.0;BLO400051;OK;2,68;5;cc/min;;2;N
2026-08-02 17:59:19;Leak Zero;1.0;LEA400687;OK;2,01;3;cc/min;;2;N
2026-08-02 17:59:36;Water Leak;1.5 Turbo;WAT400957;OK;1,64;6;cc/min;;2;N
2026-08-02 18:00:10;Cabeçote;1.5 Turbo;CAB400367;OK;1,80;4;cc/min;;2;N
2026-08-02 18:00:19;Bloco;1.0;BLO400052;OK;2,33;5;cc/min;;2;N
2026-08-02 18:00:40;Leak Zero;1.5 Turbo;LEA400688;OK;0,46;3;cc/min;;2;N
2026-08-02 18:00:53;Water Leak;1.5;WAT400958;OK;1,42;6;cc/min;;2;N
2026-08-02 18:01:15;Cabeçote;1.0;CAB400368;OK;2,15;4;cc/min;;2;N
2026-08-02 18:01:28;Bloco;1.5 Turbo;BLO400053;OK;2,14;5;cc/min;;2;N
2026-08-02 18:02:00;Leak Zero;1.5 Turbo;LEA400689;OK;1,13;3;cc/min;;2;N
2026-08-02 18:02:11;Water Leak;1.5;WAT400959;OK;1,76;6;cc/min;;2;N
2026-08-02 18:02:20;Cabeçote;1.5 Turbo;CAB400369;OK;2,24;4;cc/min;;2;N
2026-08-02 18:02:25;Cabeçote;1.5;CAB400347;OK;1,80;4;cc/min;;2;S
2026-08-02 18:02:37;Bloco;1.0;BLO400054;OK;1,10;5;cc/min;;2;N
2026-08-02 18:03:21;Leak Zero;1.0;LEA400690;OK;1,42;3;cc/min;;2;N
2026-08-02 18:03:26;Cabeçote;1.5;CAB400370;OK;2,39;4;cc/min;;2;N
2026-08-02 18:03:28;Water Leak;1.0;WAT400960;OK;2,42;6;cc/min;;2;N
2026-08-02 18:03:46;Bloco;1.5 Turbo;BLO400055;OK;1,48;5;cc/min;;2;N
2026-08-02 18:04:31;Cabeçote;1.5;CAB400371;OK;1,38;4;cc/min;;2;N
2026-08-02 18:04:42;Leak Zero;1.5 Turbo;LEA400691;OK;1,79;3;cc/min;;2;N
2026-08-02 18:04:46;Water Leak;1.5 Turbo;WAT400961;OK;3,91;6;cc/min;;2;N
2026-08-02 18:04:56;Bloco;1.5;BLO400056;OK;1,02;5;cc/min;;2;N
2026-08-02 18:05:36;Cabeçote;1.5;CAB400372;OK;0,84;4;cc/min;;2;N
2026-08-02 18:06:02;Leak Zero;1.5 Turbo;LEA400692;OK;1,34;3;cc/min;;2;N
2026-08-02 18:06:03;Water Leak;1.5;WAT400962;OK;2,33;6;cc/min;;2;N
2026-08-02 18:06:05;Bloco;1.5;BLO400057;OK;1,09;5;cc/min;;2;N
2026-08-02 18:06:41;Cabeçote;1.5 Turbo;CAB400373;OK;1,56;4;cc/min;;2;N
2026-08-02 18:07:14;Bloco;1.5 Turbo;BLO400058;OK;3,35;5;cc/min;;2;N
2026-08-02 18:07:20;Water Leak;1.0;WAT400963;OK;1,64;6;cc/min;;2;N
2026-08-02 18:07:23;Leak Zero;1.5 Turbo;LEA400693;OK;1,84;3;cc/min;;2;N
2026-08-02 18:07:47;Cabeçote;1.5 Turbo;CAB400374;OK;0,73;4;cc/min;;2;N
2026-08-02 18:08:23;Bloco;1.5 Turbo;BLO400059;OK;2,17;5;cc/min;;2;N
2026-08-02 18:08:38;Water Leak;1.5;WAT400964;OK;1,00;6;cc/min;;2;N
2026-08-02 18:08:43;Leak Zero;1.5 Turbo;LEA400694;OK;1,57;3;cc/min;;2;N
2026-08-02 18:08:52;Cabeçote;1.0;CAB400375;OK;1,63;4;cc/min;;2;N
2026-08-02 18:09:33;Bloco;1.5;BLO400060;OK;3,40;5;cc/min;;2;N
2026-08-02 18:09:55;Water Leak;1.5;WAT400965;OK;3,61;6;cc/min;;2;N
2026-08-02 18:09:57;Cabeçote;1.0;CAB400376;OK;2,67;4;cc/min;;2;N
2026-08-02 18:10:04;Leak Zero;1.5;LEA400695;OK;0,96;3;cc/min;;2;N
2026-08-02 18:10:42;Bloco;1.0;BLO400061;OK;1,66;5;cc/min;;2;N
2026-08-02 18:11:02;Cabeçote;1.5;CAB400377;OK;1,26;4;cc/min;;2;N
2026-08-02 18:11:13;Water Leak;1.0;WAT400966;OK;1,46;6;cc/min;;2;N
2026-08-02 18:11:25;Leak Zero;1.5 Turbo;LEA400696;OK;1,51;3;cc/min;;2;N
2026-08-02 18:11:51;Bloco;1.5 Turbo;BLO400062;OK;2,07;5;cc/min;;2;N
2026-08-02 18:12:08;Cabeçote;1.5 Turbo;CAB400378;OK;1,58;4;cc/min;;2;N
2026-08-02 18:12:30;Water Leak;1.0;WAT400967;OK;2,62;6;cc/min;;2;N
2026-08-02 18:12:45;Leak Zero;1.5;LEA400697;OK;0,50;3;cc/min;;2;N
2026-08-02 18:13:00;Bloco;1.5;BLO400063;OK;1,74;5;cc/min;;2;N
2026-08-02 18:13:13;Cabeçote;1.0;CAB400379;OK;0,99;4;cc/min;;2;N
2026-08-02 18:13:48;Water Leak;1.5;WAT400968;OK;2,61;6;cc/min;;2;N
2026-08-02 18:14:06;Leak Zero;1.5;LEA400698;OK;1,21;3;cc/min;;2;N
2026-08-02 18:14:09;Bloco;1.0;BLO400064;OK;1,76;5;cc/min;;2;N
2026-08-02 18:14:18;Cabeçote;1.5 Turbo;CAB400380;OK;2,64;4;cc/min;;2;N
2026-08-02 18:15:05;Water Leak;1.0;WAT400969;OK;0,98;6;cc/min;;2;N
2026-08-02 18:15:19;Bloco;1.0;BLO400065;OK;1,46;5;cc/min;;2;N
2026-08-02 18:15:23;Cabeçote;1.0;CAB400381;OK;2,55;4;cc/min;;2;N
2026-08-02 18:15:26;Leak Zero;1.5;LEA400699;OK;1,90;3;cc/min;;2;N
2026-08-02 18:16:22;Water Leak;1.0;WAT400970;OK;1,30;6;cc/min;;2;N
2026-08-02 18:16:28;Bloco;1.5 Turbo;BLO400066;OK;2,29;5;cc/min;;2;N
2026-08-02 18:16:29;Cabeçote;1.0;CAB400382;OK;1,75;4;cc/min;;2;N
2026-08-02 18:16:47;Leak Zero;1.0;LEA400700;OK;1,31;3;cc/min;;2;N
2026-08-02 18:17:34;Cabeçote;1.0;CAB400383;OK;1,21;4;cc/min;;2;N
2026-08-02 18:17:37;Bloco;1.5;BLO400067;OK;2,73;5;cc/min;;2;N
2026-08-02 18:17:40;Water Leak;1.5;WAT400971;OK;1,67;6;cc/min;;2;N
2026-08-02 18:18:08;Leak Zero;1.5;LEA400701;OK;0,85;3;cc/min;;2;N
2026-08-02 18:18:39;Cabeçote;1.5 Turbo;CAB400384;OK;2,48;4;cc/min;;2;N
2026-08-02 18:18:46;Bloco;1.5 Turbo;BLO400068;OK;1,54;5;cc/min;;2;N
2026-08-02 18:18:57;Water Leak;1.5;WAT400972;OK;4,07;6;cc/min;;2;N
2026-08-02 18:19:28;Leak Zero;1.5 Turbo;LEA400702;OK;0,93;3;cc/min;;2;N
2026-08-02 18:19:44;Cabeçote;1.0;CAB400385;OK;1,49;4;cc/min;;2;N
2026-08-02 18:19:56;Bloco;1.0;BLO400069;OK;1,32;5;cc/min;;2;N
2026-08-02 18:20:15;Water Leak;1.5 Turbo;WAT400973;OK;2,83;6;cc/min;;2;N
2026-08-02 18:20:49;Leak Zero;1.0;LEA400703;OK;1,73;3;cc/min;;2;N
2026-08-02 18:20:50;Cabeçote;1.0;CAB400386;OK;1,69;4;cc/min;;2;N
2026-08-02 18:21:05;Bloco;1.0;BLO400070;OK;2,96;5;cc/min;;2;N
2026-08-02 18:21:32;Water Leak;1.0;WAT400974;OK;2,59;6;cc/min;;2;N
2026-08-02 18:21:55;Cabeçote;1.5;CAB400387;OK;1,94;4;cc/min;;2;N
2026-08-02 18:22:09;Leak Zero;1.5;LEA400704;OK;0,86;3;cc/min;;2;N
2026-08-02 18:22:14;Bloco;1.5 Turbo;BLO400071;OK;1,86;5;cc/min;;2;N
2026-08-02 18:22:49;Water Leak;1.0;WAT400975;OK;3,43;6;cc/min;;2;N
2026-08-02 18:23:00;Cabeçote;1.5 Turbo;CAB400388;OK;0,96;4;cc/min;;2;N
2026-08-02 18:23:23;Bloco;1.5 Turbo;BLO400072;OK;2,67;5;cc/min;;2;N
2026-08-02 18:23:30;Leak Zero;1.0;LEA400705;OK;0,55;3;cc/min;;2;N
2026-08-02 18:24:05;Cabeçote;1.0;CAB400389;OK;2,07;4;cc/min;;2;N
2026-08-02 18:24:07;Water Leak;1.5;WAT400976;OK;2,78;6;cc/min;;2;N
